name_O,name_D,median_p5,count
CRYSTAL CITY,RONALD REAGAN WASHINGTON NATIONAL AIRPORT,6.866666666666666,15
CRYSTAL CITY,ROSSLYN,35.46666666666667,14
CRYSTAL CITY,SMITHSONIAN,41.11666666666667,51
CRYSTAL CITY,U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,38.96666666666667,13
CRYSTAL CITY,UNION STATION,34.65,8
CRYSTAL CITY,VIRGINIA SQUARE-GMU,27.016666666666666,5
CRYSTAL CITY,WATERFRONT,24.283333333333335,19
DEANWOOD,MINNESOTA AVE,8.85,18
DUPONT CIRCLE,ARCHIVES-NAVY MEMORIAL-PENN QUARTER,17.45,898
DUPONT CIRCLE,BALLSTON-MU,37.833333333333336,10
DUPONT CIRCLE,BETHESDA,57.99166666666667,6
DUPONT CIRCLE,BROOKLAND-CUA,30.558333333333334,10
DUPONT CIRCLE,CAPITOL SOUTH,29.225,216
DUPONT CIRCLE,CLARENDON,31.766666666666666,8
DUPONT CIRCLE,CLEVELAND PARK,16.833333333333332,125
DUPONT CIRCLE,COLUMBIA HEIGHTS,14.366666666666667,891
DUPONT CIRCLE,COURT HOUSE,21.15833333333333,60
DUPONT CIRCLE,CRYSTAL CITY,41.68333333333333,21
DUPONT CIRCLE,EASTERN MARKET,30.225,190
DUPONT CIRCLE,FARRAGUT NORTH,6.15,3764
DUPONT CIRCLE,FARRAGUT WEST,6.883333333333334,4131
DUPONT CIRCLE,FEDERAL CENTER SW,26.141666666666666,330
DUPONT CIRCLE,FEDERAL TRIANGLE,17.008333333333333,998
DUPONT CIRCLE,FOGGY BOTTOM-GWU,6.866666666666666,4239
DUPONT CIRCLE,FRIENDSHIP HEIGHTS,31.516666666666666,3
DUPONT CIRCLE,GALLERY PL-CHINATOWN,13.916666666666666,2020
DUPONT CIRCLE,GEORGIA AVE-PETWORTH,18.641666666666666,296
DUPONT CIRCLE,JUDICIARY SQUARE,15.7,1186
DUPONT CIRCLE,L'ENFANT PLAZA,25.083333333333332,599
DUPONT CIRCLE,MCPHERSON SQUARE,8.283333333333333,3396
DUPONT CIRCLE,METRO CENTER,12.15,2299
DUPONT CIRCLE,MT VERNON SQ 7TH ST-CONVENTION CENTER,11.65,2027
DUPONT CIRCLE,NAVY YARD-BALLPARK,27.1,263
DUPONT CIRCLE,NOMA-GALLAUDET,19.366666666666667,545
DUPONT CIRCLE,PENTAGON CITY,27.983333333333334,26
DUPONT CIRCLE,POTOMAC AVE,32.833333333333336,17
DUPONT CIRCLE,RHODE ISLAND AVE-BRENTWOOD,23.866666666666667,31
DUPONT CIRCLE,RONALD REAGAN WASHINGTON NATIONAL AIRPORT,26.366666666666667,3
DUPONT CIRCLE,ROSSLYN,17.4,195
DUPONT CIRCLE,SHAW-HOWARD U,10.95,1850
DUPONT CIRCLE,SILVER SPRING,28.758333333333333,6
DUPONT CIRCLE,SMITHSONIAN,23.141666666666666,664
DUPONT CIRCLE,STADIUM-ARMORY,28.183333333333334,23
DUPONT CIRCLE,TENLEYTOWN-AU,29.258333333333333,28
DUPONT CIRCLE,U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,9.383333333333333,3113
DUPONT CIRCLE,UNION STATION,18.1,533
DUPONT CIRCLE,VAN NESS-UDC,16.166666666666668,29
DUPONT CIRCLE,VIRGINIA SQUARE-GMU,37.45,9
DUPONT CIRCLE,WATERFRONT,24.183333333333334,237
DUPONT CIRCLE,WOODLEY PARK-ZOO/ADAMS MORGAN,11.916666666666666,208
EAST FALLS CHURCH,BALLSTON-MU,23.333333333333336,12
EAST FALLS CHURCH,DUNN LORING-MERRIFIELD,34.5,3
EASTERN MARKET,ANACOSTIA,17.5,6
EASTERN MARKET,ARCHIVES-NAVY MEMORIAL-PENN QUARTER,14.05,725
EASTERN MARKET,BALLSTON-MU,156.85,3
EASTERN MARKET,BROOKLAND-CUA,26.766666666666666,25
EASTERN MARKET,CAPITOL SOUTH,5.45,1042
EASTERN MARKET,COLUMBIA HEIGHTS,32.06666666666667,21
EASTERN MARKET,CRYSTAL CITY,38.474999999999994,10
EASTERN MARKET,DUPONT CIRCLE,29.933333333333334,116
EASTERN MARKET,FARRAGUT NORTH,22.424999999999997,232
EASTERN MARKET,FARRAGUT WEST,22.533333333333335,277
EASTERN MARKET,FEDERAL CENTER SW,11.683333333333334,483
EASTERN MARKET,FEDERAL TRIANGLE,20.125,386
EASTERN MARKET,FOGGY BOTTOM-GWU,24.308333333333334,150
EASTERN MARKET,GALLERY PL-CHINATOWN,15.766666666666667,837
EASTERN MARKET,GEORGIA AVE-PETWORTH,27.083333333333332,19
EASTERN MARKET,JUDICIARY SQUARE,13.3,872
EASTERN MARKET,L'ENFANT PLAZA,13.383333333333333,743
EASTERN MARKET,MCPHERSON SQUARE,21.583333333333332,413
EASTERN MARKET,METRO CENTER,18.541666666666668,564
EASTERN MARKET,MT VERNON SQ 7TH ST-CONVENTION CENTER,18.133333333333333,267
EASTERN MARKET,NAVY YARD-BALLPARK,6.766666666666667,1518
EASTERN MARKET,NOMA-GALLAUDET,12.133333333333333,746
EASTERN MARKET,PENTAGON CITY,60.55,5
EASTERN MARKET,POTOMAC AVE,5.4,734
EASTERN MARKET,RHODE ISLAND AVE-BRENTWOOD,22.316666666666666,37
EASTERN MARKET,RONALD REAGAN WASHINGTON NATIONAL AIRPORT,25.4,8
EASTERN MARKET,ROSSLYN,51.94166666666666,16
EASTERN MARKET,SHAW-HOWARD U,21.958333333333332,82
EASTERN MARKET,SMITHSONIAN,20.85,332
EASTERN MARKET,STADIUM-ARMORY,7.058333333333334,468
EASTERN MARKET,U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,24.55,119
EASTERN MARKET,UNION STATION,10.008333333333333,974
EASTERN MARKET,WATERFRONT,12.875,412
EASTERN MARKET,WOODLEY PARK-ZOO/ADAMS MORGAN,41.0,4
EISENHOWER AVENUE,KING ST-OLD TOWN,5.983333333333333,79
EISENHOWER AVENUE,VAN DORN STREET,24.166666666666668,3
FARRAGUT NORTH,ARCHIVES-NAVY MEMORIAL-PENN QUARTER,15.05,1282
FARRAGUT NORTH,BALLSTON-MU,45.21666666666667,4
FARRAGUT NORTH,BETHESDA,53.96666666666667,10
FARRAGUT NORTH,BROOKLAND-CUA,31.325,10
FARRAGUT NORTH,CAPITOL SOUTH,24.3,398
FARRAGUT NORTH,CLARENDON,29.65,5
FARRAGUT NORTH,CLEVELAND PARK,19.0,57
FARRAGUT NORTH,COLUMBIA HEIGHTS,16.133333333333333,712
FARRAGUT NORTH,COURT HOUSE,21.90833333333333,52
FARRAGUT NORTH,CRYSTAL CITY,33.766666666666666,31
FARRAGUT NORTH,DUPONT CIRCLE,6.366666666666666,3291
FARRAGUT NORTH,EASTERN MARKET,25.633333333333333,301
FARRAGUT NORTH,FARRAGUT WEST,5.583333333333333,2861
FARRAGUT NORTH,FEDERAL CENTER SW,22.316666666666666,510
FARRAGUT NORTH,FEDERAL TRIANGLE,13.866666666666667,1332
FARRAGUT NORTH,FOGGY BOTTOM-GWU,6.883333333333334,2774
FARRAGUT NORTH,FORT TOTTEN,52.583333333333336,4
FARRAGUT NORTH,FRIENDSHIP HEIGHTS,48.583333333333336,4
FARRAGUT NORTH,GALLERY PL-CHINATOWN,11.183333333333334,2663
FARRAGUT NORTH,GEORGIA AVE-PETWORTH,20.05,224
FARRAGUT NORTH,JUDICIARY SQUARE,13.783333333333333,1711
FARRAGUT NORTH,L'ENFANT PLAZA,21.45,891
FARRAGUT NORTH,MCPHERSON SQUARE,6.283333333333333,3396
FARRAGUT NORTH,METRO CENTER,9.033333333333333,2965
FARRAGUT NORTH,MT VERNON SQ 7TH ST-CONVENTION CENTER,10.083333333333334,2413
FARRAGUT NORTH,NAVY YARD-BALLPARK,24.933333333333334,431
FARRAGUT NORTH,NOMA-GALLAUDET,17.2,679
FARRAGUT NORTH,PENTAGON,42.56666666666667,13
FARRAGUT NORTH,PENTAGON CITY,30.6,50
FARRAGUT NORTH,POTOMAC AVE,27.791666666666668,34
FARRAGUT NORTH,RHODE ISLAND AVE-BRENTWOOD,25.916666666666668,29
FARRAGUT NORTH,RONALD REAGAN WASHINGTON NATIONAL AIRPORT,33.983333333333334,5
FARRAGUT NORTH,ROSSLYN,25.583333333333332,137
FARRAGUT NORTH,SHAW-HOWARD U,12.066666666666666,1400
FARRAGUT NORTH,SILVER SPRING,360.98333333333335,15
FARRAGUT NORTH,SMITHSONIAN,19.96666666666667,932
FARRAGUT NORTH,STADIUM-ARMORY,25.141666666666666,38
FARRAGUT NORTH,TAKOMA,32.06666666666667,3
FARRAGUT NORTH,TENLEYTOWN-AU,32.13333333333333,7
FARRAGUT NORTH,U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,11.816666666666666,2393
FARRAGUT NORTH,UNION STATION,17.15833333333333,766
FARRAGUT NORTH,VAN NESS-UDC,23.0,21
FARRAGUT NORTH,VIRGINIA SQUARE-GMU,38.71666666666667,4
FARRAGUT NORTH,WATERFRONT,20.533333333333335,393
FARRAGUT NORTH,WOODLEY PARK-ZOO/ADAMS MORGAN,15.083333333333332,110
FARRAGUT WEST,ARCHIVES-NAVY MEMORIAL-PENN QUARTER,15.266666666666666,1386
FARRAGUT WEST,BALLSTON-MU,45.266666666666666,9
FARRAGUT WEST,BETHESDA,49.983333333333334,7
FARRAGUT WEST,BROOKLAND-CUA,33.74166666666667,10
FARRAGUT WEST,CAPITOL SOUTH,24.40833333333333,456
FARRAGUT WEST,CLARENDON,28.516666666666666,4
FARRAGUT WEST,CLEVELAND PARK,19.666666666666668,59
FARRAGUT WEST,COLUMBIA HEIGHTS,17.083333333333336,608
FARRAGUT WEST,COURT HOUSE,21.983333333333334,70
FARRAGUT WEST,CRYSTAL CITY,36.65,47
FARRAGUT WEST,DUPONT CIRCLE,7.433333333333334,3586
FARRAGUT WEST,EASTERN MARKET,24.808333333333334,336
FARRAGUT WEST,FARRAGUT NORTH,5.683333333333334,2829
FARRAGUT WEST,FEDERAL CENTER SW,21.933333333333334,574
FARRAGUT WEST,FEDERAL TRIANGLE,14.866666666666667,1343
FARRAGUT WEST,FOGGY BOTTOM-GWU,6.0,3031
FARRAGUT WEST,FORT TOTTEN,36.69166666666666,4
FARRAGUT WEST,FRIENDSHIP HEIGHTS,48.2,6
FARRAGUT WEST,GALLERY PL-CHINATOWN,11.758333333333333,2840
FARRAGUT WEST,GEORGIA AVE-PETWORTH,22.125,212
FARRAGUT WEST,JUDICIARY SQUARE,13.716666666666667,1933
FARRAGUT WEST,KING ST-OLD TOWN,47.825,6
FARRAGUT WEST,L'ENFANT PLAZA,20.166666666666668,1044
FARRAGUT WEST,MCPHERSON SQUARE,6.983333333333333,3397
FARRAGUT WEST,METRO CENTER,9.6,3045
FARRAGUT WEST,MINNESOTA AVE,61.983333333333334,3
FARRAGUT WEST,MT VERNON SQ 7TH ST-CONVENTION CENTER,10.666666666666666,2684
FARRAGUT WEST,NAVY YARD-BALLPARK,24.516666666666666,462
FARRAGUT WEST,NOMA-GALLAUDET,18.55,669
FARRAGUT WEST,PENTAGON,37.05833333333334,12
FARRAGUT WEST,PENTAGON CITY,30.283333333333335,52
FARRAGUT WEST,POTOMAC AVE,26.8,51
FARRAGUT WEST,RHODE ISLAND AVE-BRENTWOOD,27.016666666666666,33
FARRAGUT WEST,RONALD REAGAN WASHINGTON NATIONAL AIRPORT,33.35,6
FARRAGUT WEST,ROSSLYN,22.9,174
FARRAGUT WEST,SHAW-HOWARD U,12.733333333333333,1381
FARRAGUT WEST,SILVER SPRING,361.975,14
FARRAGUT WEST,SMITHSONIAN,20.416666666666668,1015
FARRAGUT WEST,STADIUM-ARMORY,25.566666666666666,47
FARRAGUT WEST,TENLEYTOWN-AU,28.65,8
FARRAGUT WEST,U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,13.066666666666666,2266
FARRAGUT WEST,UNION STATION,17.733333333333334,799
FARRAGUT WEST,VAN NESS-UDC,23.008333333333333,18
FARRAGUT WEST,VIRGINIA SQUARE-GMU,35.858333333333334,4
FARRAGUT WEST,WATERFRONT,19.2,489
FARRAGUT WEST,WOODLEY PARK-ZOO/ADAMS MORGAN,16.6,156
FEDERAL CENTER SW,ANACOSTIA,31.15,5
FEDERAL CENTER SW,ARCHIVES-NAVY MEMORIAL-PENN QUARTER,11.066666666666666,1333
FEDERAL CENTER SW,BROOKLAND-CUA,28.433333333333334,7
FEDERAL CENTER SW,CAPITOL SOUTH,10.766666666666667,599
FEDERAL CENTER SW,CLARENDON,66.28333333333333,3
FEDERAL CENTER SW,CLEVELAND PARK,22.95,5
FEDERAL CENTER SW,COLUMBIA HEIGHTS,27.75,23
FEDERAL CENTER SW,COURT HOUSE,28.258333333333333,18
FEDERAL CENTER SW,CRYSTAL CITY,30.125,22
FEDERAL CENTER SW,DUPONT CIRCLE,32.38333333333333,207
FEDERAL CENTER SW,EASTERN MARKET,14.05,465
FEDERAL CENTER SW,FARRAGUT NORTH,30.30833333333333,426
FEDERAL CENTER SW,FARRAGUT WEST,28.65833333333333,508
FEDERAL CENTER SW,FEDERAL TRIANGLE,16.9,1484
FEDERAL CENTER SW,FOGGY BOTTOM-GWU,31.35,336
FEDERAL CENTER SW,GALLERY PL-CHINATOWN,12.408333333333333,1472
FEDERAL CENTER SW,GEORGIA AVE-PETWORTH,30.266666666666666,33
FEDERAL CENTER SW,JUDICIARY SQUARE,10.466666666666667,1341
FEDERAL CENTER SW,L'ENFANT PLAZA,8.7,1486
FEDERAL CENTER SW,MCPHERSON SQUARE,20.858333333333334,1016
FEDERAL CENTER SW,METRO CENTER,14.75,1544
FEDERAL CENTER SW,MT VERNON SQ 7TH ST-CONVENTION CENTER,14.158333333333333,418
FEDERAL CENTER SW,NAVY YARD-BALLPARK,9.683333333333334,909
FEDERAL CENTER SW,NOMA-GALLAUDET,15.866666666666667,404
FEDERAL CENTER SW,PENTAGON CITY,37.358333333333334,12
FEDERAL CENTER SW,POTOMAC AVE,16.758333333333333,88
FEDERAL CENTER SW,RHODE ISLAND AVE-BRENTWOOD,19.008333333333333,28
FEDERAL CENTER SW,ROSSLYN,59.95,60
FEDERAL CENTER SW,SHAW-HOWARD U,17.608333333333334,194
FEDERAL CENTER SW,SMITHSONIAN,19.216666666666665,1478
FEDERAL CENTER SW,STADIUM-ARMORY,18.025,32
FEDERAL CENTER SW,U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,22.566666666666666,190
FEDERAL CENTER SW,UNION STATION,11.7,781
FEDERAL CENTER SW,WATERFRONT,5.983333333333333,861
FEDERAL CENTER SW,WOODLEY PARK-ZOO/ADAMS MORGAN,34.13333333333333,14
FEDERAL TRIANGLE,ANACOSTIA,26.225,4
FEDERAL TRIANGLE,ARCHIVES-NAVY MEMORIAL-PENN QUARTER,13.483333333333333,1741
FEDERAL TRIANGLE,BETHESDA,136.36666666666667,4
FEDERAL TRIANGLE,BROOKLAND-CUA,31.708333333333332,8
FEDERAL TRIANGLE,CAPITOL SOUTH,19.783333333333335,673
FEDERAL TRIANGLE,CLARENDON,30.808333333333334,4
FEDERAL TRIANGLE,CLEVELAND PARK,46.483333333333334,14
FEDERAL TRIANGLE,COLUMBIA HEIGHTS,19.875,156
FEDERAL TRIANGLE,COURT HOUSE,34.11666666666667,35
FEDERAL TRIANGLE,CRYSTAL CITY,42.11666666666667,53
FEDERAL TRIANGLE,DUPONT CIRCLE,17.55,847
FEDERAL TRIANGLE,EAST FALLS CHURCH,100.94166666666666,4
FEDERAL TRIANGLE,EASTERN MARKET,22.1,413
FEDERAL TRIANGLE,FARRAGUT NORTH,15.3,1166
FEDERAL TRIANGLE,FARRAGUT WEST,16.175,1156
FEDERAL TRIANGLE,FEDERAL CENTER SW,14.833333333333334,1262
FEDERAL TRIANGLE,FOGGY BOTTOM-GWU,18.266666666666666,971
FEDERAL TRIANGLE,FRIENDSHIP HEIGHTS,67.26666666666667,3
FEDERAL TRIANGLE,GALLERY PL-CHINATOWN,9.983333333333333,2136
FEDERAL TRIANGLE,GEORGIA AVE-PETWORTH,21.883333333333333,77
FEDERAL TRIANGLE,JUDICIARY SQUARE,12.416666666666666,1951
FEDERAL TRIANGLE,KING ST-OLD TOWN,69.9,3
FEDERAL TRIANGLE,L'ENFANT PLAZA,15.075,1840
FEDERAL TRIANGLE,MCPHERSON SQUARE,11.691666666666666,2078
FEDERAL TRIANGLE,METRO CENTER,10.383333333333333,2488
FEDERAL TRIANGLE,MT VERNON SQ 7TH ST-CONVENTION CENTER,9.491666666666667,1236
FEDERAL TRIANGLE,NAVY YARD-BALLPARK,18.1,616
FEDERAL TRIANGLE,NOMA-GALLAUDET,16.15,499
FEDERAL TRIANGLE,PENTAGON,31.333333333333336,4
FEDERAL TRIANGLE,PENTAGON CITY,37.325,36
FEDERAL TRIANGLE,POTOMAC AVE,19.85,55
FEDERAL TRIANGLE,RHODE ISLAND AVE-BRENTWOOD,25.391666666666666,40
FEDERAL TRIANGLE,RONALD REAGAN WASHINGTON NATIONAL AIRPORT,33.06666666666667,4
FEDERAL TRIANGLE,ROSSLYN,42.43333333333333,107
FEDERAL TRIANGLE,SHAW-HOWARD U,12.283333333333333,551
FEDERAL TRIANGLE,SMITHSONIAN,24.15,1376
FEDERAL TRIANGLE,STADIUM-ARMORY,20.916666666666668,59
FEDERAL TRIANGLE,TAKOMA,50.61666666666667,7
FEDERAL TRIANGLE,U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,14.583333333333334,571
FEDERAL TRIANGLE,UNION STATION,14.65,845
FEDERAL TRIANGLE,VAN NESS-UDC,46.333333333333336,7
FEDERAL TRIANGLE,WATERFRONT,13.2,555
FEDERAL TRIANGLE,WOODLEY PARK-ZOO/ADAMS MORGAN,27.283333333333335,37
FOGGY BOTTOM-GWU,ARCHIVES-NAVY MEMORIAL-PENN QUARTER,17.775,958
FOGGY BOTTOM-GWU,BALLSTON-MU,28.383333333333333,11
FOGGY BOTTOM-GWU,BETHESDA,58.79166666666667,8
FOGGY BOTTOM-GWU,BROOKLAND-CUA,45.166666666666664,3
FOGGY BOTTOM-GWU,CAPITOL SOUTH,27.65,233
FOGGY BOTTOM-GWU,CLARENDON,23.041666666666664,16
FOGGY BOTTOM-GWU,CLEVELAND PARK,23.383333333333333,33
FOGGY BOTTOM-GWU,COLUMBIA HEIGHTS,18.683333333333334,452
FOGGY BOTTOM-GWU,COURT HOUSE,20.65,86
FOGGY BOTTOM-GWU,CRYSTAL CITY,30.391666666666666,36
FOGGY BOTTOM-GWU,DUPONT CIRCLE,7.35,3804
FOGGY BOTTOM-GWU,EASTERN MARKET,27.191666666666666,172
FOGGY BOTTOM-GWU,FARRAGUT NORTH,6.866666666666666,2728
FOGGY BOTTOM-GWU,FARRAGUT WEST,5.716666666666667,3067
FOGGY BOTTOM-GWU,FEDERAL CENTER SW,23.758333333333333,358
FOGGY BOTTOM-GWU,FEDERAL TRIANGLE,17.083333333333332,952
FOGGY BOTTOM-GWU,FRIENDSHIP HEIGHTS,47.5,6
FOGGY BOTTOM-GWU,GALLERY PL-CHINATOWN,14.75,1825
FOGGY BOTTOM-GWU,GEORGIA AVE-PETWORTH,23.1,151
FOGGY BOTTOM-GWU,JUDICIARY SQUARE,16.8,1193
FOGGY BOTTOM-GWU,KING ST-OLD TOWN,47.825,4
FOGGY BOTTOM-GWU,L'ENFANT PLAZA,22.083333333333332,721
FOGGY BOTTOM-GWU,MCPHERSON SQUARE,9.258333333333333,2694
FOGGY BOTTOM-GWU,METRO CENTER,12.1,2234
FOGGY BOTTOM-GWU,MINNESOTA AVE,61.983333333333334,3
FOGGY BOTTOM-GWU,MT VERNON SQ 7TH ST-CONVENTION CENTER,13.433333333333334,1626
FOGGY BOTTOM-GWU,NAVY YARD-BALLPARK,27.683333333333334,247
FOGGY BOTTOM-GWU,NOMA-GALLAUDET,22.366666666666667,319
FOGGY BOTTOM-GWU,PENTAGON,18.525,8
FOGGY BOTTOM-GWU,PENTAGON CITY,26.575000000000003,64
FOGGY BOTTOM-GWU,POTOMAC AVE,27.116666666666667,47
FOGGY BOTTOM-GWU,RHODE ISLAND AVE-BRENTWOOD,29.775,22
FOGGY BOTTOM-GWU,RONALD REAGAN WASHINGTON NATIONAL AIRPORT,27.633333333333333,10
FOGGY BOTTOM-GWU,ROSSLYN,16.5,279
FOGGY BOTTOM-GWU,SHAW-HOWARD U,15.416666666666666,835
FOGGY BOTTOM-GWU,SILVER SPRING,78.76666666666667,3
FOGGY BOTTOM-GWU,SMITHSONIAN,22.15,701
FOGGY BOTTOM-GWU,STADIUM-ARMORY,29.05,7
FOGGY BOTTOM-GWU,TENLEYTOWN-AU,24.95,7
FOGGY BOTTOM-GWU,U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,14.583333333333334,1615
FOGGY BOTTOM-GWU,UNION STATION,20.508333333333333,422
FOGGY BOTTOM-GWU,VAN NESS-UDC,16.758333333333333,4
FOGGY BOTTOM-GWU,VIRGINIA SQUARE-GMU,28.383333333333333,7
FOGGY BOTTOM-GWU,WATERFRONT,19.7,285
FOGGY BOTTOM-GWU,WOODLEY PARK-ZOO/ADAMS MORGAN,15.850000000000001,192
FORT TOTTEN,ARCHIVES-NAVY MEMORIAL-PENN QUARTER,37.63333333333333,5
FORT TOTTEN,BROOKLAND-CUA,10.233333333333334,8
FORT TOTTEN,COLUMBIA HEIGHTS,24.0,15
FORT TOTTEN,FARRAGUT NORTH,30.741666666666667,12
FORT TOTTEN,FARRAGUT WEST,30.741666666666667,12
FORT TOTTEN,FEDERAL CENTER SW,31.75,7
FORT TOTTEN,FOGGY BOTTOM-GWU,113.9,3
FORT TOTTEN,GALLERY PL-CHINATOWN,37.63333333333333,5
FORT TOTTEN,GEORGIA AVE-PETWORTH,14.766666666666666,4
FORT TOTTEN,JUDICIARY SQUARE,37.25833333333333,4
FORT TOTTEN,L'ENFANT PLAZA,31.75,7
FORT TOTTEN,MCPHERSON SQUARE,31.116666666666667,11
FORT TOTTEN,METRO CENTER,40.983333333333334,5
FORT TOTTEN,MT VERNON SQ 7TH ST-CONVENTION CENTER,37.63333333333333,3
FORT TOTTEN,NOMA-GALLAUDET,26.1,12
FORT TOTTEN,RHODE ISLAND AVE-BRENTWOOD,30.566666666666666,3
FORT TOTTEN,SMITHSONIAN,31.75,7
FORT TOTTEN,TAKOMA,17.333333333333332,4
FORT TOTTEN,U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,30.766666666666666,3
FORT TOTTEN,UNION STATION,24.05,3
FRIENDSHIP HEIGHTS,BETHESDA,15.091666666666667,44
FRIENDSHIP HEIGHTS,CLEVELAND PARK,17.833333333333332,25
FRIENDSHIP HEIGHTS,COLUMBIA HEIGHTS,23.258333333333333,6
FRIENDSHIP HEIGHTS,DUPONT CIRCLE,34.40833333333333,20
